PlayerName,G,AB,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Juan Soto,148,518,146,27,2,29,100,89,120,95,11,0.282,0.147,10.79,20123
Aaron Judge,149,544,152,28,2,39,100,103,90,170,11,0.28,0.264,3.2,15640
Will Smith,129,461,124,25,2,25,74,78,53,101,2,0.27,0.19,61.99,19197
JosÃ© RamÃ­rez,151,574,156,34,4,28,95,93,63,82,30,0.272,0.127,3.67,13510
Mike Trout,139,509,133,28,3,36,92,96,79,167,4,0.262,0.278,19.03,10155
Ronald AcuÃ±a Jr.,143,546,149,32,2,29,104,82,72,153,40,0.273,0.242,1.87,18401
Fernando Tatis Jr.,115,438,123,25,2,33,87,84,52,132,25,0.282,0.266,17.87,19709
Freddie Freeman,154,586,178,39,2,25,99,94,74,100,11,0.304,0.148,13.7,5361
Julio RodrÃ­guez,146,570,159,30,4,26,92,80,51,150,26,0.278,0.237,4.22,23697
Vladimir Guerrero Jr.,152,582,173,34,1,35,98,104,65,102,7,0.297,0.155,11.3,19611
Trea Turner,152,609,176,35,5,20,97,78,45,118,37,0.289,0.177,2.47,16252
Corey Seager,142,548,154,32,2,26,78,88,56,102,1,0.282,0.166,55.41,13624
Mookie Betts,145,564,154,34,3,28,96,88,65,111,15,0.273,0.173,10.55,13611
Yordan Alvarez,138,504,146,31,2,32,86,95,68,121,0,0.29,0.207,14.89,19556
J.T. Realmuto,136,494,133,24,4,18,75,65,42,121,17,0.268,0.22,27.33,11739
Alex Bregman,151,553,143,31,1,23,83,80,78,91,1,0.259,0.14,79.26,17678
Manny Machado,152,582,156,28,1,29,87,93,62,122,11,0.267,0.186,14.11,11493
Wander Franco,142,555,157,34,4,13,74,70,46,60,13,0.283,0.099,86.45,23667
Shohei Ohtani,143,529,147,28,3,34,99,88,69,152,27,0.277,0.25,8.76,19755
Xander Bogaerts,148,562,153,31,2,17,80,76,57,116,6,0.272,0.184,90.32,12161
Carlos Correa,144,545,147,28,1,22,77,75,63,122,0,0.27,0.197,129.05,14162
Adley Rutschman,132,479,122,27,2,16,65,63,61,103,4,0.255,0.187,71.93,26288
Paul Goldschmidt,152,570,155,29,2,30,91,94,72,139,7,0.272,0.213,24.64,9218
Rafael Devers,148,578,160,32,2,31,86,95,54,119,5,0.277,0.186,20.3,17350
Francisco Lindor,151,583,146,29,2,22,83,81,56,120,16,0.25,0.184,33.5,12916
Austin Riley,153,584,157,30,3,30,88,93,54,159,1,0.27,0.243,20.95,18360
Brandon Nimmo,137,512,138,26,4,12,78,61,70,106,7,0.27,0.177,182.88,12927
Alejandro Kirk,122,425,117,21,0,16,60,60,48,58,0,0.276,0.12,107.87,22581
Max Muncy,137,486,116,25,1,26,80,79,79,139,2,0.24,0.241,135.42,13301
Kyle Tucker,150,566,154,33,3,28,92,87,55,106,23,0.271,0.168,6.11,18345
Bo Bichette,151,608,170,32,3,21,88,80,40,134,21,0.28,0.204,12.79,19612
Willson Contreras,126,445,116,22,2,20,71,65,51,118,8,0.26,0.229,96.22,11609
Bryan Reynolds,150,564,156,31,4,21,82,84,61,134,8,0.277,0.21,92.32,19326
Willy Adames,144,560,138,28,2,27,80,83,54,169,9,0.247,0.273,92.8,15986
Bobby Witt Jr.,148,588,156,34,6,22,87,77,37,136,33,0.265,0.213,9.38,25764
Marcus Semien,154,608,151,34,4,24,86,79,55,132,21,0.249,0.196,32.63,12533
Michael Harris II,143,542,148,31,5,16,81,65,37,132,23,0.273,0.224,30.59,25931
Nolan Arenado,150,574,145,28,2,24,75,83,52,84,4,0.253,0.133,33.83,9777
Kyle Schwarber,144,530,128,24,1,39,88,101,76,175,5,0.241,0.284,54.11,16478
Sean Murphy,134,480,120,27,1,20,66,68,47,119,0,0.25,0.22,120.58,19352
Dansby Swanson,151,583,147,31,3,22,80,77,50,165,17,0.252,0.256,83.37,18314
Matt Chapman,150,545,122,27,2,29,79,84,64,177,4,0.224,0.285,155.95,16505
Pete Alonso,153,575,147,26,1,32,83,101,62,132,4,0.255,0.201,19.67,19251
Tommy Edman,146,568,150,30,4,11,80,60,39,101,32,0.264,0.163,74.51,19470
Tyler O'Neill,132,486,122,26,3,24,78,72,46,157,19,0.25,0.289,100.79,15711
Yandy DÃ­az,137,501,141,24,2,14,72,66,72,73,4,0.281,0.125,266.45,16578
Corbin Carroll,139,518,132,29,7,13,76,61,51,150,21,0.256,0.258,56.33,25878
Jonah Heim,106,369,85,18,1,15,43,50,31,79,2,0.232,0.195,248.41,16930
Luis Arraez,135,512,153,29,3,6,66,61,49,45,6,0.299,0.079,220.67,18568
Luis Robert Jr.,130,508,143,29,2,20,75,70,32,114,16,0.281,0.207,47.97,20043
AndrÃ©s GimÃ©nez,147,534,140,26,4,14,78,63,34,125,28,0.261,0.212,81.21,19950
Oneil Cruz,136,530,132,28,4,22,79,72,45,168,23,0.249,0.289,66.99,21711
Jorge Polanco,126,475,121,25,2,19,69,63,52,108,10,0.254,0.202,169.43,13152
Matt Olson,153,576,147,27,2,32,88,95,71,141,2,0.255,0.214,44.68,14344
Taylor Ward,140,518,137,29,2,23,80,73,60,134,7,0.265,0.228,110.53,17548
Ozzie Albies,138,536,140,32,3,20,79,71,37,109,22,0.262,0.186,57.55,16556
Ketel Marte,137,517,140,32,2,16,70,74,51,98,4,0.271,0.169,201.84,13613
Amed Rosario,146,588,165,29,4,9,75,66,29,105,18,0.28,0.168,115.16,15518
Tim Anderson,135,557,162,29,2,10,75,60,27,110,24,0.29,0.185,85.34,15172
Brandon Lowe,123,454,109,24,2,20,63,69,50,128,5,0.241,0.249,165.14,18882
Byron Buxton,118,450,110,25,2,26,71,69,40,146,12,0.244,0.291,97.45,14161
Anthony Rendon,119,435,110,24,1,16,61,58,56,85,2,0.253,0.169,225.42,12861
Daulton Varsho,136,495,118,24,2,24,74,69,44,132,17,0.239,0.24,39.54,19918
Randy Arozarena,145,554,141,29,3,20,86,69,47,147,35,0.254,0.238,37.08,19290
Jeff McNeil,140,524,146,29,3,8,65,63,39,68,3,0.278,0.118,193.82,15362
George Springer,131,513,131,26,2,22,78,73,55,116,12,0.255,0.201,79.01,12856
Cal Raleigh,119,410,88,20,1,20,49,60,35,127,2,0.214,0.28,154.62,21534
Gunnar Henderson,140,514,126,26,3,15,69,61,54,160,10,0.246,0.277,90.43,26289
Yasmani Grandal,96,317,70,11,0,11,41,39,50,81,0,0.22,0.216,266.96,11368
Miguel Vargas,127,447,123,28,2,14,63,60,35,87,7,0.275,0.177,199,20178
Cedric Mullins,146,571,144,29,4,18,84,65,47,117,36,0.252,0.185,49.39,17929
Jazz Chisholm Jr.,132,497,118,23,5,20,79,62,46,157,36,0.238,0.284,39.84,20454
Jose Altuve,97,378,102,19,1,15,58,52,40,71,9,0.269,0.167,55.2,5417
Jean Segura,126,483,132,22,2,10,62,56,32,80,12,0.273,0.151,225.87,5933
Gleyber Torres,136,519,131,25,2,21,71,69,44,130,14,0.253,0.227,111.12,16997
Masataka Yoshida,123,454,129,28,2,16,65,65,52,63,2,0.284,0.121,205.05,31837
Eugenio SuÃ¡rez,144,527,113,22,1,27,67,79,64,186,0,0.215,0.309,157.78,12552
Jonathan India,136,512,130,28,2,16,72,65,52,132,10,0.254,0.226,176.82,21523
Christian Yelich,144,533,137,26,3,14,82,60,80,142,20,0.257,0.228,115.21,11477
Jake Cronenworth,145,544,138,27,4,18,76,72,56,107,6,0.254,0.173,194.49,18036
Luis UrÃ­as,137,488,117,23,1,18,66,64,54,117,4,0.24,0.209,243.62,16622
Nico Hoerner,139,524,148,26,4,7,69,54,33,70,23,0.282,0.123,135.62,21479
Steven Kwan,143,552,154,28,4,6,74,59,53,62,17,0.28,0.1,125.57,24610
Thairo Estrada,135,493,132,23,3,12,68,53,31,94,20,0.267,0.174,164.91,16426
Ke'Bryan Hayes,138,528,138,27,3,9,70,56,48,115,19,0.261,0.197,175.2,18577
Teoscar HernÃ¡ndez,140,544,137,29,2,26,77,79,44,166,13,0.252,0.279,75.57,13066
Jeremy PeÃ±a,144,560,142,25,3,17,75,66,32,151,16,0.253,0.249,115.58,21636
YoÃ¡n Moncada,131,492,120,25,2,17,65,63,53,140,3,0.245,0.252,292.22,17232
Andrew Benintendi,125,466,123,22,3,14,66,56,50,87,12,0.264,0.165,215.64,17901
Chris Taylor,128,459,109,24,3,17,69,59,48,160,10,0.237,0.309,285.95,13757
Seiya Suzuki,124,455,118,25,2,16,67,60,57,119,11,0.26,0.228,160.88,30116
Javier BÃ¡ez,142,557,140,27,4,19,72,69,29,155,16,0.252,0.259,167.13,12979
Starling Marte,125,492,133,24,3,11,73,53,33,101,31,0.27,0.187,90.28,9241
Bryce Harper,75,282,80,16,2,15,49,47,43,69,8,0.284,0.208,197.57,11579
Brendan Donovan,123,432,114,22,2,6,58,45,50,83,6,0.264,0.168,272.17,24679
Ezequiel Tovar,125,468,127,26,3,12,63,55,25,94,14,0.272,0.186,214.41,24064
Isaac Paredes,116,406,96,19,1,15,50,56,45,80,1,0.237,0.175,301,20036
Lars Nootbaar,128,445,109,20,3,16,64,59,57,108,8,0.244,0.212,179.5,21454
Michael Conforto,123,448,115,24,2,15,64,59,58,109,3,0.256,0.21,238.24,16376
Enrique HernÃ¡ndez,130,487,116,26,2,17,62,62,45,107,2,0.239,0.198,361.78,10472
Miguel Rojas,125,452,121,22,2,7,58,49,27,63,11,0.268,0.128,424.63,7802
Danny Jansen,107,357,84,17,1,18,50,54,35,88,2,0.236,0.218,186.08,16535
Brandon Crawford,121,426,106,21,1,14,56,56,41,103,5,0.248,0.212,442.59,5343
Ha-Seong Kim,127,458,110,23,2,12,60,52,40,95,11,0.239,0.187,247.21,27506
Keibert Ruiz,114,409,106,23,0,11,46,50,29,55,2,0.258,0.123,192.05,19610
Riley Greene,135,525,130,26,5,12,68,56,52,154,9,0.248,0.263,193.72,25976
Jake McCarthy,137,503,132,25,6,10,74,52,38,124,33,0.263,0.223,109.95,21622
Nathaniel Lowe,146,549,146,26,3,19,74,72,58,137,5,0.267,0.223,107.22,19566
Vaughn Grissom,102,372,102,19,2,9,51,43,24,72,9,0.275,0.177,177.32,26031
J.P. Crawford,145,525,127,23,2,5,59,45,55,85,6,0.242,0.144,414.86,15491
Anthony Rizzo,135,489,117,22,1,23,71,71,54,98,9,0.239,0.173,158.63,3473
J.D. Martinez,133,511,137,30,1,22,73,79,48,134,0,0.269,0.236,210.46,6184
Ryan McMahon,142,522,133,27,2,19,75,70,55,146,7,0.254,0.249,195.96,15112
RamÃ³n Laureano,131,490,115,24,2,18,67,64,41,143,17,0.234,0.261,227.43,17128
Mike Zunino,89,297,60,12,0,16,36,49,24,115,0,0.201,0.349,417.55,13265
Alec Bohm,148,564,155,28,2,14,70,69,37,112,5,0.274,0.183,176.29,21618
JosÃ© Abreu,147,560,150,30,1,20,77,77,49,122,1,0.268,0.194,95.13,15676
William Contreras,120,425,104,20,1,17,55,58,40,122,1,0.245,0.259,119.04,20503
Harrison Bader,122,440,105,20,3,13,60,48,30,110,21,0.238,0.228,210.45,18030
Ty France,140,540,141,26,1,16,65,68,39,96,0,0.261,0.159,179.07,17982
Christian Walker,147,547,137,28,2,24,74,85,57,131,2,0.251,0.213,132.93,13419
Trent Grisham,133,459,102,19,3,16,67,54,55,139,16,0.221,0.263,317.54,18564
Josh Bell,142,518,137,26,1,18,72,76,66,99,0,0.265,0.166,183.03,13145
Ian Happ,146,537,133,27,3,18,73,68,60,149,10,0.248,0.244,150,17919
Mike Yastrzemski,130,467,107,25,2,18,63,62,53,132,5,0.229,0.249,350.01,14854
Josh Rojas,111,408,106,21,3,8,58,45,47,93,17,0.259,0.2,214.3,19734
Kolten Wong,126,455,108,21,2,11,59,45,41,96,19,0.237,0.188,252.01,12532
Myles Straw,119,420,111,20,3,2,56,36,42,74,22,0.264,0.159,388.16,17620
Eloy JimÃ©nez,137,520,138,26,1,23,70,76,44,128,0,0.266,0.224,75.68,17484
CJ Abrams,137,498,124,25,4,8,58,46,20,99,20,0.248,0.187,222.76,25768
Omar NarvÃ¡ez,87,288,64,11,0,5,30,32,29,68,0,0.223,0.21,426.09,13338
Kris Bryant,127,488,135,30,3,18,76,68,52,114,6,0.276,0.205,126.55,15429
Ryan Jeffers,68,222,50,10,0,9,27,29,20,70,0,0.224,0.282,543.75,24618
Austin Barnes,57,179,41,7,1,5,25,21,20,44,3,0.231,0.214,681.99,12158
Vinnie Pasquantino,138,516,141,32,2,15,67,70,54,78,2,0.274,0.135,93.74,27676
Rowdy Tellez,136,491,121,26,0,28,67,82,49,110,1,0.247,0.2,149.13,15679
Alek Thomas,100,361,98,20,4,5,47,39,26,73,9,0.271,0.186,373.95,23792
Andrew Vaughn,143,537,143,29,1,19,70,72,44,106,1,0.267,0.177,143.61,26197
Cody Bellinger,125,457,106,22,3,17,60,59,44,129,13,0.231,0.255,184.5,15998
Jose Miranda,137,521,133,29,1,15,61,64,32,94,1,0.256,0.167,167.86,20538
Kyle Higashioka,64,207,46,9,0,9,23,29,13,57,0,0.222,0.254,559.07,5517
Dylan Carlson,119,427,107,25,3,10,56,51,42,99,5,0.251,0.208,348.33,20126
Jesse Winker,118,426,108,21,1,16,61,58,62,86,0,0.254,0.173,255.09,13590
Josh Donaldson,104,377,86,17,0,16,50,51,45,114,1,0.228,0.264,413.58,5038
DJ LeMahieu,115,441,120,18,2,7,56,46,47,70,3,0.271,0.141,247.79,9874
Ryan Mountcastle,140,539,140,26,2,22,70,78,42,148,5,0.259,0.249,152.49,18373
Christian VÃ¡zquez,102,359,90,16,1,7,40,37,22,65,6,0.25,0.167,262.3,9774
Manuel Margot,123,458,116,22,2,11,60,51,36,84,19,0.254,0.167,299.76,14712
Bryson Stott,129,464,113,22,4,11,60,50,41,110,12,0.244,0.215,229,26294
Wilmer Flores,109,394,98,19,1,13,48,51,38,73,0,0.248,0.165,344.12,5827
Giancarlo Stanton,123,457,108,17,0,28,65,76,53,151,0,0.237,0.292,146.3,4949
Tyler Stephenson,130,455,121,24,1,11,56,56,41,114,1,0.265,0.224,127.32,17988
Mark Canha,127,444,107,21,2,10,60,51,50,105,5,0.24,0.203,348.99,11445
Esteury Ruiz,110,356,82,18,2,6,47,22,25,98,27,0.229,0.242,227.32,21780
Mitch Haniger,112,435,111,23,2,19,60,63,42,117,1,0.254,0.24,206.11,14274
Alex Verdugo,142,546,153,31,3,11,71,65,44,80,5,0.281,0.133,202.66,17027
Joc Pederson,127,436,107,22,2,21,61,65,46,111,3,0.245,0.224,256.36,11899
Travis d'Arnaud,96,351,89,17,1,12,44,46,24,82,0,0.253,0.213,223.76,7739
Nick Castellanos,139,544,145,32,2,21,71,77,36,136,5,0.267,0.231,125.7,11737
Chas McCormick,116,394,94,17,2,13,54,48,41,119,8,0.238,0.27,421.92,19599
Anthony Santander,142,551,135,27,1,27,70,84,43,119,1,0.245,0.196,130.78,14551
Jose Siri,115,409,88,18,3,12,50,43,24,151,19,0.215,0.342,327.25,17452
Garrett Mitchell,116,382,87,17,2,8,49,36,34,133,14,0.228,0.313,256.67,27555
Joey Wendle,114,415,107,22,3,5,51,42,24,77,15,0.257,0.171,343.5,13853
TJ Friedl,109,406,102,20,3,14,57,52,36,85,12,0.251,0.187,332.57,19522
Nick Fortes,75,252,62,12,1,8,31,32,19,51,4,0.246,0.184,348.03,21538
Brandon Drury,123,449,107,22,1,18,58,58,34,117,3,0.239,0.237,204,11615
Eduardo Escobar,111,416,98,20,2,15,49,58,33,104,1,0.235,0.229,352.79,6153
Aledmys DÃ­az,108,393,96,21,1,11,43,49,24,75,2,0.245,0.176,423.18,15937
Austin Meadows,113,422,104,23,4,15,56,55,45,84,5,0.246,0.176,274.26,15672
Brandon Marsh,123,431,104,21,3,10,56,44,37,149,14,0.241,0.312,301.11,20202
Elvis Andrus,124,452,114,22,1,10,57,49,29,78,14,0.252,0.158,284.58,8709
RamÃ³n UrÃ­as,98,349,86,16,1,11,42,43,27,90,2,0.245,0.233,411.54,18795
Jon Berti,79,277,69,12,2,4,42,22,30,70,25,0.251,0.223,277.75,12037
Max Kepler,122,441,108,23,2,15,61,54,50,84,7,0.245,0.167,352.09,12144
Gio Urshela,105,387,101,20,1,11,47,48,28,81,0,0.262,0.192,412.37,10681
Max Stassi,77,258,54,10,0,8,30,30,26,87,0,0.209,0.3,551.34,10059
Luis Rengifo,106,399,100,19,2,11,52,43,24,75,12,0.251,0.173,311.01,19858
Victor Caratini,72,221,51,10,0,6,25,26,22,54,0,0.233,0.217,643.32,14968
Whit Merrifield,124,467,122,23,3,8,63,48,31,83,24,0.261,0.165,197.58,11281
Logan O'Hoppe,85,285,67,13,1,8,34,33,25,65,3,0.236,0.207,256.67,24729
Jorge Mateo,103,355,82,16,3,8,48,32,19,106,26,0.231,0.278,251.22,17273
Orlando Arcia,90,310,77,14,1,10,39,38,24,66,4,0.247,0.195,593.95,13185
Joey Bart,110,357,78,15,1,11,41,41,27,132,2,0.219,0.338,330.38,21524
Anthony Volpe,83,315,72,17,2,9,40,34,25,78,12,0.228,0.225,999,sa3010868
David Villar,111,389,90,18,1,13,47,49,35,130,1,0.23,0.299,463.5,24782
Austin Slater,75,230,60,10,2,5,36,23,28,68,12,0.261,0.258,692.58,16153
Mitch Garver,89,315,70,16,0,14,41,44,36,99,2,0.223,0.277,349.45,15161
Lane Thomas,125,457,108,24,2,15,60,52,41,125,12,0.237,0.247,286.68,16939
Nick Senzel,104,372,98,20,2,8,49,41,30,77,11,0.262,0.186,537.43,19293
Josh Naylor,130,478,125,24,1,18,63,70,41,79,4,0.262,0.149,217.55,18839
Bryan De La Cruz,112,405,105,22,2,11,49,52,27,106,5,0.259,0.241,251.01,19600
Austin Nola,87,296,73,14,1,5,34,32,26,54,1,0.245,0.164,408.54,15941
Nick Gordon,104,365,93,21,2,10,48,41,23,94,12,0.254,0.237,318.03,16337
Brian Anderson,101,358,87,17,2,12,48,46,37,101,2,0.243,0.249,427.01,18289
Jace Peterson,108,357,81,17,2,8,44,36,38,105,12,0.227,0.259,481.29,12325
Gabriel Moreno,104,351,96,19,2,6,41,42,21,66,4,0.274,0.174,230.13,22664
Andrew McCutchen,119,442,109,24,2,14,61,57,54,112,9,0.246,0.223,354.11,9847
Adolis GarcÃ­a,145,570,132,28,3,24,77,73,36,182,21,0.231,0.295,60.16,19287
Justin Turner,122,458,120,24,0,16,60,61,43,90,2,0.261,0.175,253.39,5235
Drew Waters,92,323,76,17,2,7,39,33,24,112,9,0.234,0.319,547.86,20505
Yan Gomes,79,274,69,13,1,7,29,33,14,57,1,0.25,0.191,481.64,9627
Kevin Kiermaier,99,345,82,16,3,6,45,33,26,91,13,0.239,0.241,508.33,11038
Jeimer Candelario,126,467,112,26,2,13,54,55,40,116,1,0.241,0.225,406.61,13621
Garrett Cooper,114,413,107,21,1,11,53,52,43,114,1,0.26,0.244,421.79,15279
Joey Gallo,121,407,79,15,1,23,60,62,66,175,4,0.193,0.364,377.26,14128
Seth Brown,127,451,104,22,2,20,57,65,39,133,9,0.231,0.268,219.76,18171
Christopher Morel,96,345,80,16,2,12,47,39,29,115,12,0.23,0.301,283.75,21897
Dylan Moore,78,234,49,10,1,9,37,23,26,77,21,0.208,0.285,481.97,18042
Jonathan Schoop,127,484,117,22,2,14,52,57,24,105,2,0.241,0.203,434.25,11265
Matt Vierling,102,337,88,18,4,7,44,36,23,72,11,0.26,0.197,473.32,21558
AvisaÃ­l GarcÃ­a,121,454,116,22,2,15,57,61,30,130,7,0.256,0.263,335.2,5760
Alex Kirilloff,101,374,100,20,2,12,48,48,25,88,3,0.266,0.217,347.2,20325
J.D. Davis,100,338,84,16,1,13,47,45,39,112,1,0.249,0.292,439.46,16219
Kevin Newman,104,385,102,19,2,5,43,39,20,52,7,0.264,0.126,479.32,17696
Ji Hwan Bae,76,278,72,15,2,3,35,27,22,62,14,0.26,0.203,552.74,23818
